ebay_id,ebay_title,price,tfidf_score
v1|227408778924|0,Lot Of 4 Rare Private Press Gospel LPs #4,9.99,0.6948
v1|236906024575|0,"The Moody Blues - The Present , TRL-1-2902, 1983 VG Vinyl LP / Gatefold ",3.99,0.6340
v1|318520834966|0,B.W STEVENSON s/t first 1972 country rock US original vinyl LP,3.00,0.2702
v1|287425851616|0,Pavement - Wowee Zowee LP. 2xLP Original Press. Yellow Labels. ,90.00,0.3508
v1|227408814911|0,JOHNNIE PATE TRIO LP Subtle Sounds Gig Records GLP-100 Gwen Stevens DG Mono,11.99,0.2808
v1|257594524158|0,"Wheels [LP] by Restless Heart (Vinyl, RCA Records USA)",3.46,0.5423
v1|398137513835|0,STANLEY MURPHY Dans Becheke Pi | Wicked! | Synth | Soukous | Afro | LP HEAR,9.99,0.2125
v1|278138508303|0,"NINA SIMONE LP Broadway Blues Ballads Philips Stereo Orig. Exc. ""See-Line Woman""",11.99,0.4625
v1|278137795398|0,BENNY CARTER LP Plays Pretty Norgran MG-N-1015 Promo Exc. Rare,11.99,0.4161
v1|287425717433|0,Cat Stevens - Tea For The Tillerman LP 1970 OG Classic Folk Pop Rock VG/VG,2.99,0.2424
v1|278138117220|0,MARTY PAICH QUARTET Feat. ART PEPPER LP Tampa TP-28 Pink Label Mono,11.99,0.2743
v1|188578145321|0,"OPENED- COLUMBIA RECORDS- BOB DYLAN ""Highway 61 Revisited"" VINYL LP",15.00,0.4261
v1|307031512380|0,"PARLIAMENT ""P-Funk Earth Tour"" 1977 Casablanca 2LP (w/IRON TRANSFER) & 2 others",59.99,0.2859
v1|398137512703|0,EVASION 85 | Midtempo | Zouk | Boogie | Funk | Islands | Jam! | LP HEAR,9.99,0.2772
v1|127948698363|0,danger high voltage various artists 33 rpm record lp/very good k-tel,4.27,0.4122
v1|298463936886|0,Wendell Harrison – Organic Dream LP Jazz Funk Soul OG Rare,310.00,0.3312
v1|227408842570|0,MEL LEWIS SEXTET LP Mode New Star Series DG Mono Exc. West Coast Jazz,11.99,0.4599
v1|227408780353|0,Lot Of 4 Gospel LPs #5,9.99,0.6948
v1|278138413933|0,BABS GONZALES LP Tales Of Manhattan Jaro International,11.99,0.3054
v1|227408726180|0,BILL EVANS TRIO LP At Shelly's Manne-Hole Riverside Stereo,11.99,0.7773
v1|127948534203|0,New Order - The Peel Sessions,18.99,0.2351
v1|236904752715|0,Thai Funk Grail Luk Krung Synth LP Jittima Chuanchai Thailand,100.00,0.7269
v1|227408800510|0,Lot Of 4 Rare Private Press Gospel LPs #16,9.99,0.5249
v1|227408647532|0,"Def Leppard Pyromania 12"" Black Vinyl LP 33 RPM Hard Rock Rock",4.80,0.2824
v1|298463965983|0,"Doris – Did You Give The World Some Love Today, Baby LP Fun Soul OG Rare",34.01,0.2041
v1|127948221986|0,King Curtis - Live At The Fillmore West Vinyl Me Please (VMP),12.99,0.3630
v1|227408708489|0,ART FARMER & BENNY GOLSON LP Meet The Jazztet Argo Stereo Orig.,11.99,0.3602
v1|278138453806|0,JANET BLAIR LP Flame Out! Dico D-1301 Mono Rare Jazz Vocal,11.99,0.2843
v1|227408784994|0,Lot Of 4 Rare Private Press Gospel LPs #8,9.99,0.6948
v1|188577896112|0,Zero Boys - Vicious Circle 12”LP Vinyl Reissue Rifleman Records 1982,25.00,0.2801
v1|227408881886|0,ROY ELDRIDGE ART TATUM ALVIN STOLLER JOHN SIMMONS QUARTET LP Clef DG Mono,11.99,0.2306
v1|278137945430|0,DAVE BRUBECK QUARTET LP Dave Digs Disney Columbia 6-Eye Mono Orig. VG+,11.99,0.3870
v1|327237728702|0,Jon Eardley Seven Jon Eardley LP Vinyl Record Prestige 7033,14.99,0.3187
v1|278142430600|0,JAZZ LOT OF 5 LP RECORDS-CHET BAKER/BENNY CARTER/MODERN JAZZ/KING OLIVER/OSCAR!!,8.99,0.3347
v1|137465702062|0,Four vinyl records from Space program,3.41,0.5611
v1|278138221756|0,ORNETTE COLEMAN LP The Shape Of Jazz To Come Atlantic SD 1317 1962 Stereo VG+,32.00,0.5318
v1|278138041707|0,HORACE SILVER QUINTET LP Doin' The Thing - At The Village Gate Blue Note 84076,11.99,0.3358
v1|206381631883|0,Slayer South of Heaven LP 1988 Def Jam Orig Hype Sticker Warped Vinyl Unplayable,21.50,0.3878
v1|358722379350|0,Neil Young With Crazy Horse Everybody Knows This Is Nowhere 1969 PRESS Reprise,3.00,0.7240
v1|358735378748|0,"The Monkees (1968) LP The Birds, The Bees & The Monkees COS-109",1.00,0.4637
v1|127950584981|0,"Lot of 4 12"" Vintage Roots Reggae LPs Records Vinyl Revolutionaries Viceroys etc",21.50,0.2564
v1|287427105188|0,BS 2000 - LP. Vinyl. Beastie Boys/Ad Rock. Grand Royale Records. ,20.00,0.5488
v1|278137505935|0,Xentrix-2 LP Thrash Metal-Bury The Pain/Seven Words COLORED Vinyl,52.00,0.2602
v1|168501857462|0,"20 -CLASSIC ROCK LP LOT w PINK FLOYD, ROLLING STONES, QUEEN, JIMI HENDRIX, U2",62.00,0.4310
v1|278137995018|0,GENE RAINS LP The Call Of The Tropics Vocalion Stereo Exotica Classic,11.99,0.2584
v1|278137910541|0,CHARLES MINGUS LP Jazz Portraits United Artists UAL 4036 Exc. Mono Orig.,11.99,0.4613
v1|278138282633|0,RANDY WESTON SEXTET LP Randy Takton DG Stereo Orig.,11.99,0.3215
v1|127948217917|0,The Animals - Best Of Animals - EX/EX 1966 Blues Pop Rock MGM E4324 MONO GF 1ST,4.99,0.2961
v1|257593585976|0,A CERTAIN RATIO-DO THE DU/SHACK UP- 4 SONG EP ON FACTORY-ALT ROCK,9.99,0.2475
v1|127948585376|0,P.I.L. - Album (Original Pressing),8.99,0.0000
v1|358663874848|0,Victor 29006 PACKIE DOLAN MELODY BOYS Royal Charley  1928  78rpm HEAR  EE+ great,400.00,0.2700
v1|267712947632|0,1982 Larry Sparks Early and Essential LP Mint-,9.99,0.3116
v1|206380211974|0,The Mothers Of Invention Freak Out! 2-LPs Vinyl Record 1966 V-5005-2 Limited Edi,20.00,0.3793
v1|336663204252|0,16 LP Lot Mixed Grade G+ VG Aretha Stevie Wonder Dionne Warwick Soul Records,16.00,0.5446
v1|358724999586|0,Chicago Live at Carnegie Hall Vol. I-IV 4Vinyl Lp Box Set 100% Inners Hype VG+++,33.00,0.3203
v1|227408844831|0,MILES DAVIS LP Collectors' Items Prestige PRLP 7044 NYC RVG DG Mono,11.99,0.7994
v1|327237649073|0,Them  Them Again  Rare 1966 Parrot Records RnB Blues Garage Rock Lp Van Morrison,19.05,0.4376
v1|127948215642|0,Little Brother - The Minstrel Show OBI (Mint),22.50,0.3972
v1|227408968753|0,KITTY WHITE LP Self-Titled Mercury EmArcy MG-36068 Scarce Vocal Jazz,11.99,0.2186
v1|117275705497|0,Franck Symphony D Minor LP Record Paul Paray Detroit Orch Mercury SR90285 NM-,5.99,0.3112
v1|398137511636|0,KYEREMATENG I Go Die For You | Ghana | Afrobeat | Highlife | Afro | LP HEAR,9.99,0.2768
v1|278137828492|0,BILL EVANS LP New Jazz Conceptions Riverside 12-223 DG Mono 1958 Press,11.99,0.6357
v1|398137587575|0,THE DOVES I Seek To Know | Nigeria | Afro Funk |  LP HEAR,9.99,0.3314
v1|278137906816|0,BUDDY COLLETTE LP Man Of Many Parts Contemporary C3522 DG Mono,11.99,0.2836
v1|227408853506|0,MILT JACKSON LP Jazz 'N' Samba Impulse A-70 Mono Exc. Van Gelder,11.99,0.5194
v1|298464349855|0,"Joe Jackson ""Look Sharp"" LP (1979)",9.99,0.4468
v1|278138331239|0,THE 3 SOUNDS LP Here We Come Blue Note 4088 New York USA RVG Ear,11.99,0.2717
v1|227408800371|0,HORACE SILVER LP Blowin' The Blues Away Blue Note 4017 47 W. 63rd RVG Ear Mono,11.99,0.3212
v1|398137558922|0,OKOI SEKA ATHANASE | Afrobeat | Afro Funk | Soukous | Dancefloor | LP HEAR,9.99,0.3794
v1|307031555659|0,SUSPIRIA GOBLIN DARIO ARGENTO VINYL Records Lot Of 2 Very RARE! Horror,200.00,0.2472
v1|318520832257|0,B.W STEVENSON MY MARIA country rock US original vinyl LP,3.00,0.2575
v1|327209958856|0,THE ALLMAN BROS. BAND - EAT A PEACH - BLUES / SOUTHERN ROCK - 2LP - VG+ VINYL,5.99,0.2611
v1|287427939218|0,Modulo 1000 Não Fale Com Paredes LP VG+/VG++ Brazilian Psych Reissue Rare,19.99,0.5137
v1|278137974031|0,FRANK ROSOLINO QUINTET LP Mode 107 DG Mono Exc. Vince Guaraldi Rare W. Coast,13.50,0.2153
v1|398120909316|0,"Janis Joplin Janis Joplin's Greatest Hits Columbia Stereo 12"" 33RPM LP [Tested]",3.59,0.3862
v1|318517761260|0,Chuck Willis  Chuck Willis Wails The Blues  1958/2011 Epic Records RnB Lp Sealed,5.99,0.4020
v1|227408768742|0,ELVIN JONES / JIMMY GARRISON SEXTET LP Feat. McCOY TYNER Illumination! Impulse,12.50,0.4175
v1|227408826828|0,KENNY DORHAM LP Trompeta Toccata Blue Note 84181 New York USA Stereo 1st,15.50,0.8103
v1|398136844210|0,"Huge Lot Of 114 Vinyl Records Mixed Condition See Photos Pat Benatar, Elvis Etc.",50.00,0.2981
v1|398137547223|0,ISMAEL ISAAC Tchilaba | Wicked!  | 80’s Afro Roots | Reggae | LP HEAR,9.99,0.2503
v1|227408795992|0,Lot Of 4 Rare Private Press Gospel LPs #14,9.99,0.5120
v1|377304497767|0,Thin Lizzy - Black Rose A Rock Legend LP 1979 Vinyl Original US Press BSK 3338,12.00,0.2714
v1|178267187339|0,"The 4 Seasons ""Dawn (Go Away) And 11 Other Great Songs"" . Vinyl LP record",3.00,0.2734
v1|127948521954|0,Behemoth In Absentia Dei 3Lp Vinyl Inferno Signed & Color Edition Of 666,9.19,0.3496
v1|336660049385|0,"78 RPM  Clarence Williams Orch (Bingie Madison), Romeo 1629 ""Hot Lovin'"" V+ Jazz",250.00,0.4513
v1|278137950130|0,DONALD BYRD LP Byrd's Eye View Transition 4 Orig. Rare Hank Mobley Doug Watkins,26.00,0.5370
v1|398137516987|0,ERNESTO DJEDJE  Le Roi | Bomb! | Midtempo | Soukous | Afro | Dancefloor LP HEAR,9.99,0.2941
v1|127948350657|0,"Stravinsky: The Rite Of Spring, Dorati/Minneapolis, Mercury SR-90253, VG",5.99,0.3203
v1|227408790798|0,Lot Of 4 Rare Private Press Gospel  LPs #12,9.99,0.6948
v1|800273770372|0,Lot of (5)  vinyl records/ indie folk garage alternative Ltd Ed /  shrink wrap,17.99,0.3187
v1|206381335142|0,"The Rolling Stones Beggars Banquet London PS 539 LP 12"" Stereo Black Vinyl",5.50,0.5612
v1|206381998026|0,SABATON THE ROYAL GUARD YELLOW VINYL LP ALL SIGNED AND PAIR JUDAS PRIEST TICKETS,79.95,0.3102
v1|377310717377|0,"SPIRITUALAIRES NORTH CAROLINA TRUST IN THE LORD 7"" 45 JOY GOSPEL Rev. L Rogers",19.99,0.3087
v1|336663388717|0,Thelonious Monk Quartet Monk's Dream Columbia CS 8765 stereo 2 eye Charlie Rouse,4.99,0.5954
v1|278137784358|0,ART PEPPER QUARTET LP Tampa RS-1001 DG Mono Orig. Rare,13.50,0.3002
v1|117275791413|0,MERCURY Byron Janis PROKOFIEV & RACHMANINOV Concertos MG50300 NM- PROMO letter,5.99,0.3518
v1|398137517847|0,YAPO EMILE | Heavenly! | Melodic Synth | Uptempo Soukous | Afro LP HEAR,9.99,0.4332
v1|318518185247|0,Bloontz  Bloontz  Original Rare 1973 Evolution Records Blues Hard Rock Lp,4.99,0.3924
v1|227408980450|0,"MISS HELEN CARR 10"" LP Down In The Depths Of The 90th Floor Bethelehem DG Mono",27.00,0.2140
v1|127950584982|0,"Lot of 4 Roots Reggae 12"" LPs Records Vinyl Jah Woosh King Tubby Rod Taylor Vtg",25.00,0.2788
v1|227408989794|0,"TONY BENNETT 10"" LP Because Of You Columbia CL 6221 Mono Orig. VG+",11.99,0.2956
v1|298442627559|0,Hot Jazz New Orleans Rhythm Kings Gennett 5104 Sweet loving MAN/Maple Leaf V++,14.00,0.2616
v1|117275767444|0,DORATI RESPIGHI PINES OF ROME FOUNTAINS MERCURY LIVING PRESENCE SR90298 LP VG,5.99,0.4728
v1|287426804842|0,"Greatest Hits: You Never Saw Coming by Kid Rock (Record, 2019) 2LP Near Mint",20.00,0.2939
v1|236906426976|0,"LIMITED EDITION ""CSNY 1974"" CROSBY, STILLS, NASH, YOUNG BOX SET (VINYL)  #715",301.00,0.5248
v1|278137871214|0,BOBBY HUTCHERSON LP San Francisco Feat. HAROLD LAND Blue Note Liberty,11.99,0.8068
v1|227407810412|0,the story of star wars vinyl,7.25,0.4197
v1|267712410946|0,"Genesis: Trespass, Gatefold, EXCELLENT Vinyl, 1973, FREE SHIPPING",15.00,0.5241
v1|398137545493|0,BOB PINODO Show Master Of Africa | Afro Funk | Breaks | LP HEAR,9.99,0.3604
v1|800251934945|0,Bob Marley & The Wailers - Catch A Fire LP - Island,71.00,0.4048
v1|227408877914|0,RED CALLENDER LP Swingin' Suite Modern LMP 1201 DG Mono,11.99,0.3445
v1|227408802090|0,HORACE SILVER LP The Stylings Of Silver Blue Note 1562 DG Mono Orig. RVG VG+,12.50,0.4462
v1|227408865631|0,PAUL BRYANT LP Burnin' Pacific Jazz PJ-12 DG Mono Jim Hall,11.99,0.4821
v1|227408857277|0,Monday Night At Birdland LP HANK MOBLEY LEE MORGAN CURTIS FULLER BILLY ROOT Mono,12.50,0.3788
v1|800263785895|0,"Bon Jovi Greatest Hits UMe 12"" LP Colored Vinyl Gold/Black Rock Record",12.50,0.3207
v1|398137590003|0,SAGBOHGAN DANIALOU | Killer! | Benin | Afro Disco LP HEAR,9.99,0.4642
v1|117275788650|0,HENRYK SZERYNG - BRAHMS VIOLIN CONCERTO - MERCURY SR-90308 LSO VG,5.99,0.3224
v1|278137864107|0,BILL EVANS TRIO LP Live Verve V6-8803 Stereo,11.99,0.5955
v1|336663393707|0,Zz Top - Eliminator Vinyl LP - WB Records 1-23774 VG,4.99,0.6174
v1|398115870165|0,The System - Don't Disturb This Groove Album Vinyl Record,10.00,0.2889
v1|278138182097|0,MODERN JAZZ QUARTET With SONNY ROLLINS LP At Music Inn Atlantic SD 1299 Stereo,11.99,0.5758
v1|127948463141|0,blackalicious vinyl Blazing Arrow Original Vintage ,19.99,0.3462
v1|287425696196|0,The Flock - S/T LP (1969) 70s RE Columbia Classic Psych Jazz Rock VG+/VG,2.99,0.2555
v1|267712901781|0,"NM/NM • Bobby Rydell ""We Got Love"" LP on CAMEO 1006 Original 1959 MONO Press",1.99,0.3008
v1|278137997266|0,GRANT GREEN LP I Want To Hold Your Hand Blue Note 4202 Mono New York Van Gelder,40.00,0.4879
v1|800259868984|0,THURSDAY Dbl LP Full Collapse Live 2022 Velocity Violet White Color vinyl,15.00,0.2345
v1|227408871380|0,PHINEAS NEWBORN LP Phineas' Rainbow RCA Victor Birdland LPM-1421 Advance Copy,11.99,0.4856
v1|227407796388|0,"JOHN LENNON - “DOUBLE FANTASY“ 1980 LP, GEFFIN GHS 2001, STERLING.",0.99,0.3525
v1|278138418330|0,CORKY SHAYNE LP In The Mood For A Song? Salem DG Mono Orig. Rare Jazz Vocal,11.99,0.2453
v1|800259907388|0,ROLLING STONES 10  Inch Shaped Picture Disc Single Brown Sugar_Bitch 1971 vinyl,15.00,0.5275
v1|278142431242|0,ETTA JAMES-MISS ETTA JAMES (REISSUE)-LP RECORD (CROWN)-VINYL=JUST UNDER VG+!!!!!,8.99,0.8088
v1|198463266660|0,Outlaws -  1975 release Arista  LP  Vinyl Album - VG,3.99,0.5518
v1|287425701124|0,Iron Butterfly - In-A-Gadda-Da-Vida LP 1968 ATCO Classic Psych Rock Doug Ingle,2.99,0.4738
v1|278138067748|0,JOHN COLTRANE LP Crescent Impulse A-66 Mono Orig. Rare VG+,26.00,0.5599
v1|800259745913|0,SOUL CHRISTMAS LP Various Artists 1968 Atco  vinyl,8.00,0.4229
v1|278138115785|0,LOUIS HAYES LP Self-Titled Vee Jay Mono Exc. YUSEF LATEEF,11.99,0.5227
v1|278137773535|0,AHMAD JAMAL LP Naked City Theme Argo 733 Mono Exc.,11.99,0.5474
v1|227408865813|0,"David Bowie Ziggy Stardust Spiders from Mars OMR Vinyl LP 12"" MFSL 1-064",22.50,0.6369
v1|336666778173|0,"SHY, “Excess All Areas” LP 1987 RCA Victor 6311-1-R VG+/VG+ USA",10.00,0.5377
v1|278138232240|0,PAUL CHAMBERS LP 1st Bassman Vee Jay 3012 Mono NM Orig. YUSEF LATEEF,13.50,0.6124
v1|287427704676|0,1967 Cream Disraeli Gears Reaction Uk Import lp MONO Psych RARE,30.00,0.8847
v1|358735453780|0,"Deep Purple Burn 12"" Black Vinyl Rock LP 33 RPM Warner Bros. Records",4.00,0.5712
v1|298463978199|0,Abdul Rahim – Al Rahman! Cry Of The Floridian Tropic Son LP Jazz Funk OG Rare,26.00,0.3180
v1|278138380896|0,YUSEF LATEEF LP The Blue Yusef Lateef Atlantic Stereo Orig.,15.50,0.9276
v1|127948433678|0,Ice Cube Death Certificate Vinyl Lp 3D Image Edition  ,19.99,0.4924
v1|318520796375|0,WAR Greatest Hits UNITED ARTISTS UA-LA648-G LP gatefold SEALED i,8.00,0.3129
v1|127948500921|0,Ornette Coleman - The Shape Of Jazz To Come Vinyl Me Please (VMP),15.99,0.5937
v1|127948500921|0,Ornette Coleman - The Shape Of Jazz To Come Vinyl Me Please (VMP),15.99,0.5937
v1|287420037630|0,105  - 45 RPM RECORD PICTURE SLEEVES ONLY NO RECORDS CLASSIC 60s TOP 40,142.50,0.2407
v1|117275789745|0,BYRON JANIS Prokofiev / Rachmaninoff Piano Concertos MERCURY SR90300 NM-,5.99,0.3068
v1|127948578158|0,Alice Coltrane - Eternity VMP Orange/Pink Vinyl,12.99,0.3769
v1|278138377744|0,WAYNE SHORTER LP Shizophrenia Blue Note BST 84297 Stereo Orig. Div. Of Liberty,15.50,0.6183
v1|278138371923|0,THE PRESTIGE ALL STARS LP Soul Jazz Status ST 1009 Coltrane Byrd McLean Garland,11.99,0.4569
v1|287425695296|0,Mason Proffit – Wanted LP 1970 Happy Tiger Classic Folk Psych Country Rock READ,1.99,0.2481
v1|227408778368|0,FREDDIE HUBBARD LP Ready For Freddie Blue Note 84085 '75 Re,11.99,0.9006
v1|227408880462|0,ROLAND KIRK LP Gifts & Messages Mercury Stereo SR60939 Excellent,11.99,0.2932
v1|257594822955|0,"SCHUYLER, KNOBLOCH & OVERSTREET: S-K-O 1986LP MARK O'CONNOR JERRY DOUGLAS",6.00,0.4316
v1|278137827088|0,BILL EVANS LP How My Heart Sings! Riverside 473 Mono Orig.,13.50,0.4774
v1|398137529728|0,EBA AKA JEROME Vol 1 | Beautiful! | Melodic Soukous | Afro LP HEAR,9.99,0.2257
v1|278137987985|0,FRANK STROZIER LP Long Night Jazzland DG Mono VG+,11.99,0.3309
v1|227408722223|0,"GOSPEL THE GOSPEL ECHOES    ""45 EP  7"" RECORD & SLEEVE",1.00,0.5630
v1|127948353486|0,BYRON JANIS Rachmaninoff Concerto #2 DORATI Mercury SR90260 STEREO lp NM-,5.99,0.2653
v1|227408706178|0,ART BLAKEY & THE JAZZ MESSENGERS LP 's Make It Limelight LS-86001 NM Stereo Orig,11.99,0.5763
v1|377305253568|0,Alice Cooper LP School's Out White Panties!,50.00,0.2954
v1|358743276515|0,MASSIVE KILLER LOT of 35+ Albums - Rock / Pop / Folk 🎵 #5,15.50,0.4868
v1|398137537131|0,MARTHE ZAMBO Bikola | Afro Disco | Dancefloor | LP HEAR,9.99,0.2643
v1|278138125318|0,MAX ALBRIGHT LP Mood For Max West Coast All Star Jazz Motif DG Mono NM,11.99,0.4374
v1|178271182084|0,A Love Supreme John Coltrane A-77 original Vintage Vinyl LP,149.00,0.6072
v1|298470304603|0,MASSIVE KILLER LOT of 40 Albums - Rock / Pop / Folk 🎵 #6,10.50,0.4209
v1|278138298593|0,Sealed STANLEY TURRENTINE LP That's Where It's At Blue Note 84096 Stereo Orig.,20.51,0.8013
v1|278138328973|0,STAN GETZ - JOAO GILBERTO LP Getz/Gilberto #2 Live At Carnegie Hall Verve Mono,11.99,0.3968
v1|278137915163|0,"HUGE Lot of Rap Hip Hop 12"" Vinyl LPs +  Maxi Singles DMX Kendrik Salt n Peppa",43.00,0.4983
v1|158039484030|0,Huey Lewis/Steve Miller/Robert Palmer/John Couger Mellencamp Lp Lot Of 4!!,1.00,0.4198
v1|366511229472|0,Joe Satriani Surfing with the Alien OG 1987 Vinyl Play Tested EX UltrasonicClean,5.00,0.3911
v1|178258499298|0,1983 Masters of The Universe Ltd Ed Collector Series Phono Picture Disc KPD6018,10.50,0.2361
v1|178258200674|0,Project 86 Omni box set with 6 vinyl records and book,100.00,0.4092
v1|377296272827|0,DAMN YANKEES Don’t Tread 2nd album vinyl released 1992 LP Korea Pressing,202.02,0.3966
v1|318520780412|0,SUPERTRAMP FREE AS A BIRD promo die cut cover US original vinyl LP,9.50,0.2900
v1|257594824136|0,Schuyler Knobloch And Bickhardt No Easy Horses 1987 Vinyl LP MTM Records,6.00,0.3821
v1|336663395171|0,Allman Brothers – At Fillmore East | Pink Capricorn | VG 2LP,4.99,0.3992
